,model,displacement,J,postprocessing applied,postprocessed run names
runJS0000999,monomer,"{'1': '0.8', '2': '0.75'}",,['trim'],['runJS0000999trim']
runJS0001000,monomer,"{'1': '0.8', '2': '0.8'}",,['trim'],['runJS0001000trim']
runJS0001001,monomer,"{'1': '0.8', '2': '0.85'}",,['trim'],['runJS0001001trim']
runJS0001002,monomer,"{'1': '0.8', '2': '0.9'}",,['trim'],['runJS0001002trim']
runJS0001003,monomer,"{'1': '0.85', '2': '0'}",,['trim'],['runJS0001003trim']
runJS0001004,monomer,"{'1': '0.85', '2': '0.05'}",,['trim'],['runJS0001004trim']
runJS0001005,monomer,"{'1': '0.85', '2': '0.1'}",,['trim'],['runJS0001005trim']
runJS0001006,monomer,"{'1': '0.85', '2': '0.15'}",,['trim'],['runJS0001006trim']
runJS0001007,monomer,"{'1': '0.85', '2': '0.2'}",,['trim'],['runJS0001007trim']
runJS0001008,monomer,"{'1': '0.85', '2': '0.25'}",,['trim'],['runJS0001008trim']
runJS0001009,monomer,"{'1': '0.85', '2': '0.3'}",,['trim'],['runJS0001009trim']
runJS0001010,monomer,"{'1': '0.85', '2': '0.35'}",,['trim'],['runJS0001010trim']
runJS0001011,monomer,"{'1': '0.85', '2': '0.4'}",,['trim'],['runJS0001011trim']
runJS0001012,monomer,"{'1': '0.85', '2': '0.45'}",,['trim'],['runJS0001012trim']
runJS0001013,monomer,"{'1': '0.85', '2': '0.5'}",,['trim'],['runJS0001013trim']
runJS0001014,monomer,"{'1': '0.85', '2': '0.55'}",,['trim'],['runJS0001014trim']
runJS0001015,monomer,"{'1': '0.85', '2': '0.6'}",,['trim'],['runJS0001015trim']
runJS0001016,monomer,"{'1': '0.85', '2': '0.65'}",,['trim'],['runJS0001016trim']
runJS0001017,monomer,"{'1': '0.85', '2': '0.7'}",,['trim'],['runJS0001017trim']
runJS0001018,monomer,"{'1': '0.85', '2': '0.75'}",,['trim'],['runJS0001018trim']
runJS0001019,monomer,"{'1': '0.85', '2': '0.8'}",,['trim'],['runJS0001019trim']
runJS0001020,monomer,"{'1': '0.85', '2': '0.85'}",,['trim'],['runJS0001020trim']
runJS0001021,monomer,"{'1': '0.85', '2': '0.9'}",,['trim'],['runJS0001021trim']
runJS0001022,monomer,"{'1': '0.9', '2': '0'}",,['trim'],['runJS0001022trim']
runJS0001023,monomer,"{'1': '0.9', '2': '0.05'}",,['trim'],['runJS0001023trim']
runJS0001024,monomer,"{'1': '0.9', '2': '0.1'}",,['trim'],['runJS0001024trim']
runJS0001025,monomer,"{'1': '0.9', '2': '0.15'}",,['trim'],['runJS0001025trim']
runJS0001026,monomer,"{'1': '0.9', '2': '0.2'}",,['trim'],['runJS0001026trim']
runJS0001027,monomer,"{'1': '0.9', '2': '0.25'}",,['trim'],['runJS0001027trim']
runJS0001028,monomer,"{'1': '0.9', '2': '0.3'}",,['trim'],['runJS0001028trim']
runJS0001029,monomer,"{'1': '0.9', '2': '0.35'}",,['trim'],['runJS0001029trim']
runJS0001030,monomer,"{'1': '0.9', '2': '0.4'}",,['trim'],['runJS0001030trim']
runJS0001031,monomer,"{'1': '0.9', '2': '0.45'}",,['trim'],['runJS0001031trim']
runJS0001032,monomer,"{'1': '0.9', '2': '0.5'}",,['trim'],['runJS0001032trim']
runJS0001033,monomer,"{'1': '0.9', '2': '0.55'}",,['trim'],['runJS0001033trim']
runJS0001034,monomer,"{'1': '0.9', '2': '0.6'}",,['trim'],['runJS0001034trim']
runJS0001035,monomer,"{'1': '0.9', '2': '0.65'}",,['trim'],['runJS0001035trim']
runJS0001036,monomer,"{'1': '0.9', '2': '0.7'}",,['trim'],['runJS0001036trim']
runJS0001037,monomer,"{'1': '0.9', '2': '0.75'}",,['trim'],['runJS0001037trim']
runJS0001038,monomer,"{'1': '0.9', '2': '0.8'}",,['trim'],['runJS0001038trim']
runJS0001039,monomer,"{'1': '0.9', '2': '0.85'}",,['trim'],['runJS0001039trim']
runJS0001040,monomer,"{'1': '0.9', '2': '0.9'}",,['trim'],['runJS0001040trim']
